"0",""
"0","set.seed(123)"
"0",""
"0","norm_data <- rnorm(100, mean = 5, sd = 2)"
"0","df <- data.frame(Values = norm_data)"
"0","norm_data"
"1","  [1]"
"1"," 3.87905"
"1"," 4.53965"
"1"," 8.11742"
"1"," 5.14102"
"1"," 5.25858"
"1"," 8.43013"
"1"," 5.92183"
"1"," 2.46988"
"1"," 3.62629"
"1"," 4.10868"
"1"," 7.44816"
"1"," 5.71963"
"1"," 5.80154"
"1"," 5.22137"
"1"," 3.88832"
"1"," 8.57383"
"1"," 5.99570"
"1","
"
"1"," [18]"
"1"," 1.06677"
"1"," 6.40271"
"1"," 4.05442"
"1"," 2.86435"
"1"," 4.56405"
"1"," 2.94799"
"1"," 3.54222"
"1"," 3.74992"
"1"," 1.62661"
"1"," 6.67557"
"1"," 5.30675"
"1"," 2.72373"
"1"," 7.50763"
"1"," 5.85293"
"1"," 4.40986"
"1"," 6.79025"
"1"," 6.75627"
"1","
"
"1"," [35]"
"1"," 6.64316"
"1"," 6.37728"
"1"," 6.10784"
"1"," 4.87618"
"1"," 4.38807"
"1"," 4.23906"
"1"," 3.61059"
"1"," 4.58417"
"1"," 2.46921"
"1"," 9.33791"
"1"," 7.41592"
"1"," 2.75378"
"1"," 4.19423"
"1"," 4.06669"
"1"," 6.55993"
"1"," 4.83326"
"1"," 5.50664"
"1","
"
"1"," [52]"
"1"," 4.94291"
"1"," 4.91426"
"1"," 7.73720"
"1"," 4.54846"
"1"," 8.03294"
"1"," 1.90249"
"1"," 6.16923"
"1"," 5.24771"
"1"," 5.43188"
"1"," 5.75928"
"1"," 3.99535"
"1"," 4.33359"
"1"," 2.96285"
"1"," 2.85642"
"1"," 5.60706"
"1"," 5.89642"
"1"," 5.10601"
"1","
"
"1"," [69]"
"1"," 6.84453"
"1"," 9.10017"
"1"," 4.01794"
"1"," 0.38166"
"1"," 7.01148"
"1"," 3.58160"
"1"," 3.62398"
"1"," 7.05114"
"1"," 4.43045"
"1"," 2.55856"
"1"," 5.36261"
"1"," 4.72222"
"1"," 5.01153"
"1"," 5.77056"
"1"," 4.25868"
"1"," 6.28875"
"1"," 4.55903"
"1","
"
"1"," [86]"
"1"," 5.66356"
"1"," 7.19368"
"1"," 5.87036"
"1"," 4.34814"
"1"," 7.29762"
"1"," 6.98701"
"1"," 6.09679"
"1"," 5.47746"
"1"," 3.74419"
"1"," 7.72130"
"1"," 3.79948"
"1"," 9.37467"
"1"," 8.06522"
"1"," 4.52860"
"1"," 2.94716"
"1","
"
