"acc","accuracy","average_response_time","avg_rt","background","block","block_score","block_type","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","count_break","count_break_1","count_break_2","count_exp_block_long","count_exp_block_long_1","count_exp_block_sequence_long","count_exp_block_sequence_short","count_exp_block_sequence_short_1","count_exp_block_short","count_exp_block_short_1","count_exp_end","count_exp_loop","count_exp_sequence","count_exp_sequence_even","count_exp_sequence_odd","count_experiment","count_getting_started","count_init_block","count_init_block_1","count_init_block_2","count_init_block_3","count_init_exp","count_init_trial","count_instructions","count_long_block","count_new_inline_script","count_new_inline_script_1","count_new_inline_script_2","count_new_inline_script_3","count_new_inline_script_4","count_new_logger","count_new_logger_1","count_new_logger_2","count_new_logger_3","count_practice_block","count_practice_over","count_practice_trial","count_stimulus_presentation","count_stimulus_presentation_1","count_stimulus_presentation_2","count_stimulus_presentation_3","count_stimulus_presentation_4","count_stimulus_presentation_practice","count_trial","count_trial_1","count_trial_2","count_trial_3","count_welcome","count_wheel","count_wheel_1","count_wheel_2","count_wheel_3","count_wheel_feedback","datetime","description","disable_garbage_collection","empty_column","error_angle","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","foreperiod","form_clicks","fullscreen","height","highscore","highscore_text","keyboard_backend","live_row","live_row_practice_block","logfile","mask_duration","mouse_backend","opensesame_codename","opensesame_version","presentation_time","ptimes","repeat_cycle","response","response_break","response_break_1","response_break_2","response_exp_end","response_instructions","response_orientation","response_practice_over","response_time","response_time_break","response_time_break_1","response_time_break_2","response_time_exp_end","response_time_instructions","response_time_practice_over","response_time_welcome","response_welcome","retention_interval","round_decimals","rt","sampler_backend","score","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_duration","target_orientation","time_break","time_break_1","time_break_2","time_exp_block_long","time_exp_block_long_1","time_exp_block_sequence_long","time_exp_block_sequence_short","time_exp_block_sequence_short_1","time_exp_block_short","time_exp_block_short_1","time_exp_end","time_exp_loop","time_exp_sequence","time_exp_sequence_even","time_exp_sequence_odd","time_experiment","time_getting_started","time_init_block","time_init_block_1","time_init_block_2","time_init_block_3","time_init_exp","time_init_trial","time_instructions","time_long_block","time_new_inline_script","time_new_inline_script_1","time_new_inline_script_2","time_new_inline_script_3","time_new_inline_script_4","time_new_logger","time_new_logger_1","time_new_logger_2","time_new_logger_3","time_practice_block","time_practice_over","time_practice_trial","time_stimulus_presentation","time_stimulus_presentation_1","time_stimulus_presentation_2","time_stimulus_presentation_3","time_stimulus_presentation_4","time_stimulus_presentation_practice","time_trial","time_trial_1","time_trial_2","time_trial_3","time_welcome","time_wheel","time_wheel_1","time_wheel_2","time_wheel_3","time_wheel_feedback","title","total_correct","total_response_time","total_responses","trial","uniform_coordinates","wheel_rotation","width","x_response","y_response"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","0","NA","NA","NA","0","0","0","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","61.08179086531038","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","945.038466998886","no","yes","768","0","NA","psycho","0","0","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","395","[45, 195, 395]","0","space","NA","NA","NA","NA","space","55.00797980144134","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","9880.252100000005","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","173.92618893613096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","68129.28039999997","NA","NA","NA","53297.31179999999","NA","53523.454799999854","NA","NA","NA","NA","NA","53523.811099999875","NA","NA","NA","NA","NA","NA","NA","NA","NA","56083.45740000004","New experiment","0","0","0","1","yes","55.00797980144134","1024","-10","7"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","1","NA","NA","NA","0","0","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","-7.602625585465603","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","815.1772587204464","no","yes","768","0","NA","psycho","1","1","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","195","[45, 195, 395]","0","space","NA","NA","NA","NA","space","149.03624346792648","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","3938.550699999949","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","156.63886905339209","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","76728.8243999999","NA","NA","NA","53297.31179999999","NA","68391.69579999999","NA","NA","NA","NA","NA","68391.78130000005","NA","NA","NA","NA","NA","NA","NA","NA","NA","70613.63489999986","New experiment","0","0","0","2","yes","-30.96375653207352","1024","6","10"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","2","NA","NA","NA","0","0","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","-25.68238989939961","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","685.208576654022","no","yes","768","0","NA","psycho","2","2","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","45","[45, 195, 395]","0","space","NA","NA","NA","NA","space","38.65980825409008","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","2950.0012999999453","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","64.34219815348969","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","84045.15429999992","NA","NA","NA","53297.31179999999","NA","76988.60590000004","NA","NA","NA","NA","NA","76988.69209999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","78936.13959999994","New experiment","0","0","0","3","yes","38.65980825409009","1024","-4","5"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","3","NA","NA","NA","0","0","3","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","5.265029741777411","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","859.0155071940344","no","yes","768","0","NA","psycho","3","3","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","395","[45, 195, 395]","0","space","NA","NA","NA","NA","space","80.25635871296284","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","8532.744999999966","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","74.99132897118542","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","97461.12829999992","NA","NA","NA","53297.31179999999","NA","84304.33419999985","NA","NA","NA","NA","NA","84304.42119999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","86760.65619999985","New experiment","0","0","0","4","yes","-99.74364128703716","1024","99","-17"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","4","NA","NA","NA","0","0","4","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","8.617268814315537","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","530.6104392429648","no","yes","768","0","NA","psycho","4","4","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","195","[45, 195, 395]","0","space","NA","NA","NA","NA","space","90","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","2466.126199999955","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","81.38273118568446","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","104294.10029999986","NA","NA","NA","53297.31179999999","NA","97721.24039999994","NA","NA","NA","NA","NA","97721.3253","NA","NA","NA","NA","NA","NA","NA","NA","NA","99665.9353","New experiment","0","0","0","5","yes","-90","1024","7","0"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","5","NA","NA","NA","0","0","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","35.355229604191265","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","871.3254947507735","no","yes","768","0","NA","psycho","5","5","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","45","[45, 195, 395]","0","space","NA","NA","NA","NA","space","135","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","3956.679200000057","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","99.64477039580873","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","112777.00119999985","NA","NA","NA","53297.31179999999","NA","104552.28169999986","NA","NA","NA","NA","NA","104552.36689999992","NA","NA","NA","NA","NA","NA","NA","NA","NA","106647.22729999994","New experiment","0","0","0","6","yes","-45","1024","4","4"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","6","NA","NA","NA","0","0","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","-10.195472771010003","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","536.2972451512784","no","yes","768","0","NA","psycho","6","6","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","395","[45, 195, 395]","0","space","NA","NA","NA","NA","space","144.46232220802563","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","9798.71789999993","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","154.65779497903563","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","127142.9576999999","NA","NA","NA","53297.31179999999","NA","113035.95210000002","NA","NA","NA","NA","NA","113036.03640000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","115165.53829999999","New experiment","0","0","0","7","yes","144.46232220802563","1024","-30","-42"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","7","NA","NA","NA","0","0","7","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","-12.628296453860898","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","966.9545254924262","no","yes","768","0","NA","psycho","7","7","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","195","[45, 195, 395]","0","space","NA","NA","NA","NA","space","74.05460409907715","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","3010.8322999999364","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","86.68290055293805","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","134942.59569999986","NA","NA","NA","53297.31179999999","NA","127401.91269999991","NA","NA","NA","NA","NA","127402.00009999989","NA","NA","NA","NA","NA","NA","NA","NA","NA","129772.73760000002","New experiment","0","0","0","8","yes","74.05460409907715","1024","-7","2"
"undefined","undefined","undefined","undefined","grey","0","NA","'practice'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","8","NA","NA","NA","0","0","8","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","8.347478711345616","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","695.5433942270422","no","yes","768","0","NA","psycho","8","8","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","45","[45, 195, 395]","0","space","NA","NA","NA","NA","space","63.43494882292201","NA","44742.657600000144","NA","NA","NA","NA","44742.657600000144","NA","NA","NA","995","2","5113.135499999975","psycho","NA","1024","2","48000","-16","experiment","922","even","NA","55.0874701115764","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8493.794600000001","NA","NA","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","144425.42279999997","NA","NA","NA","53297.31179999999","NA","135201.36019999997","NA","NA","NA","NA","NA","135201.44789999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","137150.35820000002","New experiment","0","0","0","9","yes","-116.56505117707799","1024","16","-8"
"undefined","undefined","undefined","undefined","grey","1","94","'long'","psycho","psycho","psycho","0","uniform","undefined","undefined","NA","NA","NA","15","NA","15","15","NA","15","NA","0","NA","0","0","0","0","0","31","NA","NA","NA","0","NA","0","NA","31","NA","NA","NA","NA","9","NA","NA","NA","0","0","8","0","NA","NA","NA","NA","8","0","NA","NA","NA","NA","0","NA","NA","NA","8","Tue Apr 26 09:04:17 2022","The main experiment item","yes","NA","-5.638695416754018","adaptive_wm_dynamics3a.osexp","C:\Users\user\Desktop\joost_de_jong\Experiment3a","no","mono","no","18","no","white","774.4236574467386","no","yes","768","0","NA","psycho","0","8","C:/Users/user/Desktop/joost_de_jong/Experiment3a/subject-922.csv","95","psycho","Lentiform Loewenfeld","3.3.9","395","[45, 195, 395]","0","space","NA","NA","NA","NA","space","145.53918372862825","space","31432.138399999996","NA","NA","NA","NA","44742.657600000144","31432.138399999996","NA","NA","995","2","2712.460199999885","psycho","94","1024","2","48000","-16","experiment","922","even","NA","151.17787914538226","NA","NA","NA","175930.02150000006","NA","175929.9501999999","NA","NA","NA","NA","NA","NA","175929.85099999988","175929.91319999986","NA","8493.794600000001","NA","175929.98729999998","NA","NA","NA","8493.941800000015","NA","8553.822799999922","NA","NA","NA","NA","NA","NA","181323.82430000007","NA","NA","NA","53297.31179999999","144497.26880000002","135201.36019999997","176133.89329999997","NA","NA","NA","NA","135201.44789999994","176133.6386999999","NA","NA","NA","NA","178499.07400000005","NA","NA","NA","137150.35820000002","New experiment","0","0","0","10","yes","145.53918372862825","1024","-35","-51"
