Subj	Block	Question	TestRe	Trial	Image	Rating	Time
2	1	1	1	10	114	0.607407407	3.404381135
2	1	1	1	11	105	0.525	3.498599884
2	1	1	1	12	33	0.400925926	3.722388511
2	1	1	1	13	146	0.064814815	1.908387939
2	1	1	1	14	143	0.000925926	1.496273249
2	1	1	1	15	57	0.400925926	4.241533397
2	1	1	1	16	139	0.299074074	4.276016217
2	1	1	1	17	124	0.612037037	2.897774096
2	1	1	1	18	113	0.698148148	3.769499205
2	1	1	1	19	102	0.410185185	2.450080423
2	1	1	1	20	142	0.519444444	2.921533984
2	1	1	1	21	108	0.623148148	2.70936563
2	1	1	1	22	82	0.256481481	1.873649993
2	1	1	1	23	49	0.802777778	2.791912495
2	1	1	1	24	40	0.237962963	3.475280749
2	1	1	1	25	37	0.053703704	1.802313146
2	1	1	1	26	44	0.69537037	1.531500334
2	1	1	1	27	71	0.716666667	2.414865949
2	1	1	1	28	92	0.39537037	7.326685483
2	1	1	1	29	128	0.79537037	3.251085093
2	1	1	1	30	14	0.328703704	1.084060908
2	1	1	1	31	7	0.509259259	1.778918939
2	1	1	1	32	50	0.539814815	1.943805635
2	1	1	1	33	61	0.451851852	3.910700498
2	1	1	1	34	147	0.027777778	1.472758224
2	1	1	1	35	63	0.587962963	3.745862188
2	1	1	1	36	4	0.796296296	3.828394097
2	1	1	1	37	80	0.766666667	3.309957699
2	1	1	1	38	111	0.413888889	4.028454213
2	1	1	1	39	136	0.57962963	1.767132394
2	1	1	1	40	46	0.17037037	2.461958168
2	1	1	1	41	1	0.590740741	1.708209937
2	1	1	1	42	11	0.366666667	3.569257274
2	1	1	1	43	104	0.423148148	2.909624275
2	1	1	1	44	54	0.137037037	1.92007947
2	1	1	1	45	129	0.711111111	2.297227774
2	1	1	1	46	51	0.492592593	2.191006063
2	1	1	1	47	140	0.509259259	1.095675022
2	1	1	1	48	9	0.723148148	2.473874035
2	1	1	1	49	123	0.602777778	3.345660726
2	1	1	1	50	79	0.608333333	2.39140928
2	1	1	1	51	22	0.734259259	4.264308263
2	1	1	1	52	60	0.637037037	2.885952069
2	1	1	1	53	55	0.54537037	1.531589774
2	1	1	1	54	17	0.499074074	2.791923052
2	1	1	1	55	39	0.502777778	1.873035051
2	1	1	1	56	78	0.350925926	1.343395966
2	1	1	1	57	23	0.310185185	2.450916475
2	1	1	1	58	48	0.583333333	2.332513508
2	1	1	1	59	110	0.175925926	1.284077916
2	1	1	1	60	90	0.693518519	1.908402308
2	1	1	1	61	34	0.239814815	1.955460804
2	1	1	1	62	83	0.561111111	2.308784118
2	1	1	1	63	84	0.660185185	3.298138897
2	1	1	1	64	101	0.528703704	3.0982908
2	1	1	1	65	43	0.297222222	3.698698122
2	1	1	1	66	126	0.877777778	3.876347001
2	1	1	1	67	67	0.381481481	3.875353475
2	1	1	1	68	141	0.081481481	2.273453223
2	1	1	1	69	86	0.835185185	3.639802057
2	1	1	1	70	115	0.869444444	3.098191975
2	1	1	1	71	5	0.696296296	3.722428979
2	1	1	1	72	125	0.416666667	2.980371986
2	1	1	1	73	89	0.486111111	1.932346063
2	1	1	1	74	16	0.549074074	4.264957222
2	1	1	1	75	94	0.571296296	4.287613029
2	1	1	1	76	88	0.736111111	2.93382257
2	1	1	1	77	18	0.000925926	2.061431493
2	1	1	1	78	36	0.190740741	2.168232957
2	1	1	1	79	106	0.524074074	2.532530516
2	1	1	1	80	97	0.507407407	3.686911578
2	1	1	1	81	38	0.000925926	1.861180179
2	1	1	1	82	93	0.39537037	3.923594936
2	1	1	1	83	59	0.538888889	4.464284803
2	1	1	1	84	47	0.680555556	3.015816661
2	1	1	1	85	119	0.533333333	1.896525443
2	1	1	1	86	35	0.386111111	2.697533339
2	1	1	1	87	130	0.735185185	4.016874995
2	1	1	1	88	76	0.517592593	2.167633556
2	1	1	1	89	30	0.546296296	2.332671569
2	1	1	1	90	107	0.331481481	1.83779389
2	1	1	1	91	42	0.606481481	2.520799103
2	1	1	1	92	118	0.447222222	2.67393679
2	1	1	1	93	53	0.540740741	1.272533009
2	1	1	1	94	70	0.567592593	4.193573162
2	1	1	1	95	69	0.564814815	2.085221
2	1	1	1	96	100	0.563888889	1.861329443
2	1	1	1	97	29	0.603703704	2.897765592
2	1	1	1	98	72	0.388888889	1.578753546
2	1	1	1	99	27	0.110185185	2.791738012
2	1	1	1	100	121	0.583333333	1.036704765
2	1	1	1	101	133	0.596296296	1.260717433
2	1	1	1	102	3	0.55	4.487821236
2	1	1	1	103	68	0.550925926	1.273115401
2	1	1	1	104	122	0.666666667	3.33354633
2	1	1	1	105	24	0.852777778	2.850807387
2	1	1	1	106	64	0.930555556	2.037953711
2	1	1	1	107	112	0.915740741	2.0967445
2	1	1	1	108	62	0.622222222	3.63979326
2	1	1	1	109	148	0.517592593	3.286579914
2	1	1	1	110	12	0.611111111	1.566705131
2	1	1	1	111	99	0.622222222	3.239316144
2	1	1	1	112	95	0.502777778	1.119205296
2	1	1	1	113	75	0.734259259	2.969383958
2	1	1	1	114	26	0.230555556	1.507856865
2	1	1	1	115	73	0.289814815	2.32097124
2	1	1	1	116	117	0.417592593	6.902630294
2	1	1	1	117	15	0.128703704	3.050881579
2	1	1	1	118	32	0.478703704	12.79177027
2	1	1	1	119	137	0.57037037	0.966120686
2	1	1	1	120	138	0.466666667	1.331161631
2	1	1	1	121	10	0.399074074	1.095534556
2	1	1	1	122	127	0.642592593	0.930708562
2	1	1	1	123	132	0.536111111	3.534646599
2	1	1	1	124	19	0.509259259	2.556170172
2	1	1	1	125	45	0.527777778	1.225761017
2	1	1	1	126	58	0.55462963	0.930808853
2	1	1	1	127	2	0.583333333	3.13333871
2	1	1	1	128	13	0.818518519	1.767671386
2	1	1	1	129	103	0.376851852	1.672809249
2	1	1	1	130	144	0.137037037	2.379634759
2	1	1	1	131	21	0.55	3.145090064
2	1	1	1	132	20	0.151851852	1.896202283
2	1	1	1	133	96	0.499074074	2.791862642
2	1	1	1	134	116	0.664814815	2.603784374
2	1	1	1	135	66	0.712037037	1.96714911
2	1	1	1	136	109	0.576851852	1.107581505
2	1	1	1	137	120	0.723148148	1.660944407
2	1	1	1	138	77	0.678703704	2.402923396
2	1	1	1	139	56	0.550925926	2.367546755
2	1	1	1	140	98	0.484259259	1.248720629
2	1	1	1	141	6	0.249074074	1.178043298
2	1	1	1	142	8	0.525925926	1.29584188
2	1	1	1	143	28	0.491666667	3.109930427
2	1	1	1	144	74	0.516666667	0.954419478
2	1	1	1	145	134	0.235185185	1.319599129
2	1	1	1	146	65	0.751851852	1.638351356
2	1	1	1	147	85	0.248148148	1.460912443
2	1	1	1	148	52	0.424074074	1.720330491
2	2	2	1	1	81	0.284259259	1.872897224
2	2	2	1	2	25	0.849074074	3.875351129
2	2	2	1	3	135	0.503703704	1.778946211
2	2	2	1	4	131	0.686111111	1.531556051
2	2	2	1	5	31	0.812037037	2.002525751
2	2	2	1	6	91	0.15	2.520793824
2	2	2	1	7	145	0.05462963	4.652833149
2	2	2	1	8	87	0.141666667	1.578638886
2	2	2	1	9	41	0.732407407	1.378328336
2	2	2	1	10	114	0.538888889	2.191768509
2	2	2	1	11	105	0.214814815	2.061380175
2	2	2	1	12	33	0.527777778	1.29598
2	2	2	1	13	146	0.000925926	0.918964246
2	2	2	1	14	143	0.000925926	0.989806969
2	2	2	1	15	57	0.42962963	4.73520729
2	2	2	1	16	139	0.175	2.285390204
2	2	2	1	17	124	0.619444444	0.918859556
2	2	2	1	18	113	0.59537037	1.460778135
2	2	2	1	19	102	0.323148148	1.060896901
2	2	2	1	20	142	0.500925926	1.154753195
2	2	2	1	21	108	0.725	4.299615111
2	2	2	1	22	82	0.242592593	2.414994098
2	2	2	1	23	49	0.877777778	1.990926299
2	2	2	1	24	40	0.169444444	1.30774807
2	2	2	1	25	37	0.000925926	1.249080445
2	2	2	1	26	44	0.5	4.46500121
2	2	2	1	27	71	0.692592593	1.060235039
2	2	2	1	28	92	0.388888889	1.225189475
2	2	2	1	29	128	0.616666667	3.746552202
2	2	2	1	30	14	0.519444444	2.557153728
2	2	2	1	31	7	0.366666667	1.531433766
2	2	2	1	32	50	0.333333333	3.710633051
2	2	2	1	33	61	0.4	1.013151617
2	2	2	1	34	147	0.026851852	1.131182745
2	2	2	1	35	63	0.564814815	1.084007243
2	2	2	1	36	4	0.57962963	1.567637662
2	2	2	1	37	80	0.466666667	3.82823457
2	2	2	1	38	111	0.513888889	1.731852818
2	2	2	1	39	136	0.515740741	1.507956863
2	2	2	1	40	46	0.094444444	1.684646819
2	2	2	1	41	1	0.587962963	2.414922839
2	2	2	1	42	11	0.225925926	1.20161668
2	2	2	1	43	104	0.484259259	0.977807819
2	2	2	1	44	54	0.349074074	0.989542165
2	2	2	1	45	129	0.739814815	2.238550765
2	2	2	1	46	51	0.507407407	0.966120686
2	2	2	1	47	140	0.508333333	1.331366612
2	2	2	1	48	9	0.600925926	2.167623586
2	2	2	1	49	123	0.560185185	2.473852041
2	2	2	1	50	79	0.50462963	0.978759411
2	2	2	1	51	22	0.532407407	4.688099822
2	2	2	1	52	60	0.521296296	2.085043584
2	2	2	1	53	55	0.455555556	3.321772102
2	2	2	1	54	17	0.532407407	1.649239386
2	2	2	1	55	39	0.494444444	1.272433304
2	2	2	1	56	78	0.418518519	1.048663739
2	2	2	1	57	23	0.173148148	1.437213258
2	2	2	1	58	48	0.576851852	1.413875061
2	2	2	1	59	110	0.473148148	1.543363416
2	2	2	1	60	90	0.65	1.319346642
2	2	2	1	61	34	0.325	2.379628307
2	2	2	1	62	83	0.507407407	1.920163046
2	2	2	1	63	84	0.496296296	1.072109558
2	2	2	1	64	101	0.4	3.321735446
2	2	2	1	65	43	0.082407407	2.038815569
2	2	2	1	66	126	0.855555556	1.107311716
2	2	2	1	67	67	0.533333333	1.342982486
2	2	2	1	68	141	0.123148148	2.132136097
2	2	2	1	69	86	0.87962963	1.826231974
2	2	2	1	70	115	0.448148148	3.251191249
2	2	2	1	71	5	0.637962963	1.060262311
2	2	2	1	72	125	0.417592593	1.248819161
2	2	2	1	73	89	0.158333333	1.720053665
2	2	2	1	74	16	0.54537037	1.166430064
2	2	2	1	75	94	0.506481481	0.918923484
2	2	2	1	76	88	0.566666667	1.37830341
2	2	2	1	77	18	0.00462963	3.345317625
2	2	2	1	78	36	0.248148148	1.802444814
2	2	2	1	79	106	0.542592593	1.955709185
2	2	2	1	80	97	0.490740741	1.0485438
2	2	2	1	81	38	0.155555556	1.708132519
2	2	2	1	82	93	0.353703704	1.472785789
2	2	2	1	83	59	0.299074074	2.803460041
2	2	2	1	84	47	0.526851852	0.813035197
2	2	2	1	85	119	0.455555556	2.991948564
2	2	2	1	86	35	0.625	2.803612824
2	2	2	1	87	130	0.609259259	1.190944187
2	2	2	1	88	76	0.500925926	1.920401164
2	2	2	1	89	30	0.405555556	1.672729192
2	2	2	1	90	107	0.411111111	2.8510153
2	2	2	1	91	42	0.482407407	3.228240141
2	2	2	1	92	118	0.44537037	0.447833845
2	2	2	1	93	53	0.519444444	1.21348592
2	2	2	1	94	70	0.464814815	0.966293996
2	2	2	1	95	69	0.52962963	2.167476082
2	2	2	1	96	100	0.49537037	1.248757872
2	2	2	1	97	29	0.753703704	1.708218148
2	2	2	1	98	72	0.464814815	1.943695667
