"Subject","ACC_Id_Bad_Other","ACC_Id_Bad_Self","ACC_Id_Good_Other","ACC_Id_Good_Self","ACC_Val_Bad_Other","ACC_Val_Bad_Self","ACC_Val_Good_Other","ACC_Val_Good_Self","RT_Id_Bad_Other","RT_Id_Bad_Self","RT_Id_Good_Other","RT_Id_Good_Self","RT_Val_Bad_Other","RT_Val_Bad_Self","RT_Val_Good_Other","RT_Val_Good_Self"
7304,0.977777777777778,0.911111111111111,0.911111111111111,1,0.988888888888889,0.888888888888889,0.877777777777778,0.988888888888889,0.475295454545455,0.550246341463415,0.565541463414634,0.426798888888889,0.530137078651685,0.5922625,0.610451898734177,0.485320224719101
7305,0.921348314606742,0.876404494382023,0.844444444444444,0.955555555555556,0.811111111111111,0.822222222222222,0.944444444444444,0.877777777777778,0.566359756097561,0.536515384615385,0.594656578947368,0.467741860465116,0.613731506849315,0.599416216216216,0.556196470588235,0.51066835443038
7306,0.911111111111111,1,0.988888888888889,0.855555555555556,0.855555555555556,0.977777777777778,0.955555555555556,0.911111111111111,0.531843902439024,0.515871111111111,0.497112359550562,0.539858441558442,0.528175324675325,0.534503409090909,0.497373255813953,0.543909756097561
7307,0.911111111111111,0.944444444444444,0.966666666666667,0.955555555555556,0.911111111111111,1,0.944444444444444,0.966666666666667,0.535839024390244,0.434469411764706,0.526826436781609,0.490974418604651,0.459630487804878,0.411305555555556,0.480334117647059,0.495722988505747
7308,0.988888888888889,0.977777777777778,0.922222222222222,1,0.966666666666667,0.944444444444444,0.877777777777778,1,0.469431460674157,0.483144318181818,0.522834939759036,0.41969,0.495572413793103,0.556704705882353,0.536818987341772,0.453024444444444
7309,0.911111111111111,0.933333333333333,0.922222222222222,0.966666666666667,0.911111111111111,0.877777777777778,0.888888888888889,0.977777777777778,0.468586585365854,0.457771428571429,0.485186746987952,0.432608045977011,0.505885365853659,0.517978481012658,0.4859425,0.445090909090909
7310,0.922222222222222,0.955555555555556,0.977777777777778,1,0.966666666666667,0.988888888888889,1,0.955555555555556,0.475381927710843,0.434876744186046,0.423321590909091,0.395355555555556,0.43075632183908,0.421569662921348,0.35383,0.426132558139535
7311,0.988888888888889,0.855555555555556,0.888888888888889,0.911111111111111,0.955555555555556,0.955555555555556,0.9,0.944444444444444,0.405996629213483,0.375824675324675,0.42975875,0.390559756097561,0.389986046511628,0.3874,0.370607407407407,0.376916470588235
7312,1,0.955555555555556,0.933333333333333,1,0.944444444444444,0.944444444444444,0.977777777777778,0.966666666666667,0.592023333333333,0.577006976744186,0.602569047619048,0.501888888888889,0.570369411764706,0.546028235294118,0.585943181818182,0.566168965517241
7313,0.244444444444444,0.333333333333333,0.865168539325843,0.866666666666667,0.911111111111111,0.9,0.98876404494382,0.944444444444444,0.500077272727273,0.497786666666667,0.479507792207792,0.500394871794872,0.466457317073171,0.519977777777778,0.457781818181818,0.439525882352941
